date_,close_tsla,high_tsla,low_tsla,open_tsla,volume_tsla
11/23/2022,$183.20 ,$183.62 ,$172.50 ,$173.57 ,"$109,536,700.00 "
11/25/2022,$182.86 ,$185.20 ,$180.63 ,$185.06 ,"$50,672,700.00 "
11/28/2022,$182.92 ,$188.50 ,$179.00 ,$179.96 ,"$92,905,200.00 "
11/29/2022,$180.83 ,$186.38 ,$178.75 ,$184.99 ,"$83,357,100.00 "
11/30/2022,$194.70 ,$194.76 ,$180.63 ,$182.43 ,"$109,186,400.00 "
12/1/2022,$194.70 ,$198.92 ,$191.80 ,$197.08 ,"$80,046,200.00 "
12/2/2022,$194.86 ,$196.25 ,$191.11 ,$191.78 ,"$73,645,900.00 "
12/5/2022,$182.45 ,$191.27 ,$180.55 ,$189.44 ,"$93,122,700.00 "
12/6/2022,$179.82 ,$183.65 ,$175.33 ,$181.22 ,"$92,150,800.00 "
12/7/2022,$174.04 ,$179.38 ,$172.22 ,$175.03 ,"$84,213,300.00 "
12/8/2022,$173.44 ,$175.20 ,$169.06 ,$172.20 ,"$97,624,500.00 "
12/9/2022,$179.05 ,$182.50 ,$173.36 ,$173.84 ,"$104,872,300.00 "
12/12/2022,$167.82 ,$177.37 ,$167.52 ,$176.10 ,"$109,794,500.00 "
12/13/2022,$160.95 ,$175.05 ,$156.91 ,$174.87 ,"$175,862,700.00 "
12/14/2022,$156.80 ,$161.62 ,$155.31 ,$159.25 ,"$140,682,300.00 "
12/15/2022,$157.67 ,$160.93 ,$153.28 ,$153.44 ,"$122,334,500.00 "
12/16/2022,$150.23 ,$160.99 ,$150.04 ,$159.64 ,"$139,032,200.00 "
12/19/2022,$149.87 ,$155.25 ,$145.82 ,$154.00 ,"$139,390,600.00 "
12/20/2022,$137.80 ,$148.47 ,$137.66 ,$146.05 ,"$159,563,300.00 "
12/21/2022,$137.57 ,$141.26 ,$135.89 ,$139.34 ,"$145,417,400.00 "
12/22/2022,$125.35 ,$136.63 ,$122.26 ,$136.00 ,"$210,090,300.00 "
12/23/2022,$123.15 ,$128.62 ,$121.02 ,$126.37 ,"$166,989,700.00 "
12/27/2022,$109.10 ,$119.67 ,$108.76 ,$117.50 ,"$208,643,400.00 "
12/28/2022,$112.71 ,$116.27 ,$108.24 ,$110.35 ,"$221,070,500.00 "
12/29/2022,$121.82 ,$123.57 ,$117.50 ,$120.39 ,"$221,923,300.00 "
12/30/2022,$123.18 ,$124.48 ,$119.75 ,$119.95 ,"$157,777,300.00 "
1/3/2023,$108.10 ,$118.80 ,$104.64 ,$118.47 ,"$231,402,800.00 "
1/4/2023,$113.64 ,$114.59 ,$107.52 ,$109.11 ,"$180,389,000.00 "
1/5/2023,$110.34 ,$111.75 ,$107.16 ,$110.51 ,"$157,986,300.00 "
1/6/2023,$113.06 ,$114.39 ,$101.81 ,$103.00 ,"$220,911,100.00 "
1/9/2023,$119.77 ,$123.52 ,$117.11 ,$118.96 ,"$190,284,000.00 "
1/10/2023,$118.85 ,$122.76 ,$114.92 ,$121.07 ,"$167,642,500.00 "
1/11/2023,$123.22 ,$125.95 ,$120.51 ,$122.09 ,"$183,810,800.00 "
1/12/2023,$123.56 ,$124.13 ,$117.00 ,$122.56 ,"$169,400,900.00 "
1/13/2023,$122.40 ,$122.63 ,$115.60 ,$116.55 ,"$180,714,100.00 "
1/17/2023,$131.49 ,$131.70 ,$125.02 ,$125.70 ,"$186,477,000.00 "
1/18/2023,$128.78 ,$136.68 ,$127.01 ,$136.56 ,"$195,680,300.00 "
1/19/2023,$127.17 ,$129.99 ,$124.31 ,$127.26 ,"$170,291,900.00 "
1/20/2023,$133.42 ,$133.51 ,$127.35 ,$128.68 ,"$138,858,100.00 "
1/23/2023,$143.75 ,$145.38 ,$134.27 ,$135.87 ,"$203,119,200.00 "
1/24/2023,$143.89 ,$146.50 ,$141.10 ,$143.00 ,"$158,699,100.00 "
1/25/2023,$144.43 ,$146.41 ,$138.07 ,$141.91 ,"$192,734,300.00 "
1/26/2023,$160.27 ,$161.42 ,$154.76 ,$159.97 ,"$234,815,100.00 "
1/27/2023,$177.90 ,$180.68 ,$161.17 ,$162.43 ,"$306,590,600.00 "
1/30/2023,$166.66 ,$179.77 ,$166.50 ,$178.05 ,"$230,878,800.00 "
1/31/2023,$173.22 ,$174.30 ,$162.78 ,$164.57 ,"$196,813,500.00 "
2/1/2023,$181.41 ,$183.81 ,$169.93 ,$173.89 ,"$213,806,300.00 "
2/2/2023,$188.27 ,$196.75 ,$182.61 ,$187.33 ,"$217,448,300.00 "
2/3/2023,$189.98 ,$199.00 ,$183.69 ,$183.95 ,"$232,662,000.00 "
2/6/2023,$194.76 ,$198.17 ,$189.92 ,$193.01 ,"$186,188,100.00 "
2/7/2023,$196.81 ,$197.50 ,$189.55 ,$196.43 ,"$186,010,300.00 "
2/8/2023,$201.29 ,$203.00 ,$194.31 ,$196.10 ,"$180,673,600.00 "
2/9/2023,$207.32 ,$214.00 ,$204.77 ,$207.78 ,"$215,431,400.00 "
2/10/2023,$196.89 ,$206.20 ,$192.89 ,$202.23 ,"$204,754,100.00 "
2/13/2023,$194.64 ,$196.30 ,$187.61 ,$194.42 ,"$172,475,500.00 "
2/14/2023,$209.25 ,$209.82 ,$189.44 ,$191.94 ,"$216,455,700.00 "
2/15/2023,$214.24 ,$214.66 ,$206.11 ,$211.76 ,"$181,006,400.00 "
2/16/2023,$202.04 ,$217.65 ,$201.84 ,$210.78 ,"$229,586,500.00 "
2/17/2023,$208.31 ,$208.44 ,$197.50 ,$199.99 ,"$213,738,500.00 "
2/21/2023,$197.37 ,$209.71 ,$197.22 ,$204.99 ,"$180,018,600.00 "
2/22/2023,$200.86 ,$201.99 ,$191.78 ,$197.93 ,"$191,828,500.00 "
2/23/2023,$202.07 ,$205.14 ,$196.33 ,$203.91 ,"$146,360,000.00 "
2/24/2023,$196.88 ,$197.67 ,$192.80 ,$196.33 ,"$142,228,100.00 "
2/27/2023,$207.63 ,$209.42 ,$201.26 ,$202.03 ,"$161,028,300.00 "
2/28/2023,$205.71 ,$211.23 ,$203.75 ,$210.59 ,"$153,144,900.00 "
3/1/2023,$202.77 ,$207.20 ,$198.52 ,$206.21 ,"$156,852,800.00 "
3/2/2023,$190.90 ,$193.75 ,$186.01 ,$186.74 ,"$181,500,700.00 "
3/3/2023,$197.79 ,$200.48 ,$192.88 ,$194.80 ,"$154,193,300.00 "
3/6/2023,$193.81 ,$198.60 ,$192.30 ,$198.54 ,"$128,100,100.00 "
3/7/2023,$187.71 ,$194.20 ,$186.10 ,$191.38 ,"$148,125,800.00 "
3/8/2023,$182.00 ,$186.50 ,$180.00 ,$185.04 ,"$151,897,800.00 "
3/9/2023,$172.92 ,$185.18 ,$172.51 ,$180.25 ,"$170,023,800.00 "
3/10/2023,$173.44 ,$178.29 ,$168.44 ,$175.13 ,"$191,488,900.00 "
3/13/2023,$174.48 ,$177.35 ,$163.91 ,$167.46 ,"$167,790,300.00 "
3/14/2023,$183.26 ,$183.80 ,$177.14 ,$177.31 ,"$143,717,900.00 "
3/15/2023,$180.45 ,$182.34 ,$176.03 ,$180.80 ,"$145,995,600.00 "
3/16/2023,$184.13 ,$185.81 ,$178.84 ,$180.37 ,"$121,136,800.00 "
3/17/2023,$180.13 ,$186.22 ,$177.33 ,$184.52 ,"$133,197,100.00 "
3/20/2023,$183.25 ,$186.44 ,$176.35 ,$178.08 ,"$129,684,400.00 "
3/21/2023,$197.58 ,$198.00 ,$188.04 ,$188.28 ,"$153,391,400.00 "
3/22/2023,$191.15 ,$200.66 ,$190.95 ,$199.30 ,"$150,376,400.00 "
3/23/2023,$192.22 ,$199.31 ,$188.65 ,$195.26 ,"$144,193,900.00 "
3/24/2023,$190.41 ,$192.36 ,$187.15 ,$191.65 ,"$116,312,400.00 "
3/27/2023,$191.81 ,$197.39 ,$189.94 ,$194.42 ,"$120,851,600.00 "
3/28/2023,$189.19 ,$192.35 ,$185.43 ,$192.00 ,"$98,654,600.00 "
3/29/2023,$193.88 ,$195.29 ,$189.44 ,$193.13 ,"$123,660,000.00 "
3/30/2023,$195.28 ,$197.33 ,$194.42 ,$195.58 ,"$110,252,200.00 "
3/31/2023,$207.46 ,$207.79 ,$197.20 ,$197.53 ,"$170,222,100.00 "
4/3/2023,$194.77 ,$202.69 ,$192.20 ,$199.91 ,"$169,545,900.00 "
4/4/2023,$192.58 ,$198.74 ,$190.32 ,$197.32 ,"$126,463,800.00 "
4/5/2023,$185.52 ,$190.68 ,$183.76 ,$190.52 ,"$133,882,500.00 "
4/6/2023,$185.06 ,$186.39 ,$179.74 ,$183.08 ,"$123,857,900.00 "
4/10/2023,$184.51 ,$185.10 ,$176.11 ,$179.94 ,"$142,154,600.00 "
4/11/2023,$186.79 ,$189.19 ,$185.65 ,$186.69 ,"$115,770,900.00 "
4/12/2023,$180.54 ,$191.58 ,$180.31 ,$190.74 ,"$150,256,300.00 "
4/13/2023,$185.90 ,$186.50 ,$180.94 ,$182.96 ,"$112,933,000.00 "
4/14/2023,$185.00 ,$186.28 ,$182.01 ,$183.95 ,"$96,438,700.00 "
4/17/2023,$187.04 ,$189.69 ,$182.69 ,$186.32 ,"$116,662,200.00 "
4/18/2023,$184.31 ,$187.69 ,$183.58 ,$187.15 ,"$92,067,000.00 "
4/19/2023,$180.59 ,$183.50 ,$177.65 ,$179.10 ,"$125,732,700.00 "
4/20/2023,$162.99 ,$169.70 ,$160.56 ,$166.17 ,"$210,970,800.00 "
4/21/2023,$165.08 ,$166.00 ,$161.32 ,$164.80 ,"$123,539,000.00 "
4/24/2023,$162.55 ,$165.65 ,$158.61 ,$164.65 ,"$140,006,600.00 "
4/25/2023,$160.67 ,$163.47 ,$158.75 ,$159.82 ,"$121,999,300.00 "
4/26/2023,$153.75 ,$160.67 ,$153.14 ,$160.29 ,"$153,364,100.00 "
4/27/2023,$160.19 ,$160.48 ,$152.37 ,$152.64 ,"$127,015,200.00 "
4/28/2023,$164.31 ,$165.00 ,$157.32 ,$160.90 ,"$122,515,800.00 "
5/1/2023,$161.83 ,$163.28 ,$158.83 ,$163.17 ,"$109,015,000.00 "
5/2/2023,$160.31 ,$165.49 ,$158.93 ,$161.88 ,"$128,259,700.00 "
5/3/2023,$160.61 ,$165.00 ,$159.91 ,$160.01 ,"$119,728,000.00 "
5/4/2023,$161.20 ,$162.95 ,$159.65 ,$162.71 ,"$95,108,500.00 "
5/5/2023,$170.06 ,$170.79 ,$163.51 ,$163.97 ,"$107,607,300.00 "
5/8/2023,$171.79 ,$173.80 ,$169.19 ,$173.72 ,"$112,249,400.00 "
5/9/2023,$169.15 ,$169.82 ,$166.56 ,$168.95 ,"$88,965,000.00 "
5/10/2023,$168.54 ,$174.43 ,$166.68 ,$172.55 ,"$119,840,700.00 "
5/11/2023,$172.08 ,$173.57 ,$166.79 ,$168.70 ,"$103,889,900.00 "
5/12/2023,$167.98 ,$177.38 ,$167.23 ,$176.07 ,"$157,849,600.00 "
5/15/2023,$166.35 ,$169.76 ,$164.55 ,$167.66 ,"$105,592,500.00 "
5/16/2023,$166.52 ,$169.52 ,$164.35 ,$165.65 ,"$98,288,800.00 "
5/17/2023,$173.86 ,$174.50 ,$167.19 ,$168.41 ,"$125,473,600.00 "
5/18/2023,$176.89 ,$177.06 ,$172.45 ,$174.22 ,"$109,520,300.00 "
5/19/2023,$180.14 ,$181.95 ,$176.31 ,$177.17 ,"$136,196,700.00 "
5/22/2023,$188.87 ,$189.32 ,$180.11 ,$180.70 ,"$132,001,400.00 "
5/23/2023,$185.77 ,$192.96 ,$185.26 ,$186.20 ,"$156,952,100.00 "
5/24/2023,$182.90 ,$184.22 ,$178.22 ,$182.23 ,"$137,605,100.00 "
5/25/2023,$184.47 ,$186.78 ,$180.58 ,$186.54 ,"$96,870,700.00 "
5/26/2023,$193.17 ,$198.60 ,$184.53 ,$184.62 ,"$162,061,500.00 "
5/30/2023,$201.16 ,$204.48 ,$197.53 ,$200.10 ,"$128,818,700.00 "
5/31/2023,$203.93 ,$203.95 ,$195.12 ,$199.78 ,"$150,711,700.00 "
6/1/2023,$207.52 ,$209.80 ,$199.37 ,$202.59 ,"$148,029,900.00 "
6/2/2023,$213.97 ,$217.25 ,$209.75 ,$210.15 ,"$164,398,400.00 "
6/5/2023,$217.61 ,$221.29 ,$214.52 ,$217.80 ,"$151,143,100.00 "
6/6/2023,$221.31 ,$221.91 ,$212.53 ,$216.14 ,"$146,911,600.00 "
6/7/2023,$224.57 ,$230.83 ,$223.20 ,$228.00 ,"$185,710,800.00 "
6/8/2023,$234.86 ,$235.23 ,$223.01 ,$224.22 ,"$164,489,700.00 "
6/9/2023,$244.40 ,$252.42 ,$242.02 ,$249.07 ,"$200,242,400.00 "
6/12/2023,$249.83 ,$250.97 ,$244.59 ,$247.94 ,"$150,337,900.00 "
6/13/2023,$258.71 ,$259.68 ,$251.34 ,$253.51 ,"$162,384,300.00 "
6/14/2023,$256.79 ,$261.57 ,$250.50 ,$260.17 ,"$170,575,500.00 "
6/15/2023,$255.90 ,$258.95 ,$247.29 ,$248.40 ,"$160,171,200.00 "
6/16/2023,$260.54 ,$263.60 ,$257.21 ,$258.92 ,"$167,915,600.00 "
6/20/2023,$274.45 ,$274.75 ,$261.12 ,$261.50 ,"$165,611,200.00 "
6/21/2023,$259.46 ,$276.99 ,$257.78 ,$275.13 ,"$211,797,100.00 "
6/22/2023,$264.61 ,$265.00 ,$248.25 ,$250.77 ,"$166,875,900.00 "
6/23/2023,$256.60 ,$262.45 ,$252.80 ,$259.29 ,"$177,460,800.00 "
6/26/2023,$241.05 ,$258.37 ,$240.70 ,$250.07 ,"$179,990,600.00 "
6/27/2023,$250.21 ,$250.39 ,$240.85 ,$243.24 ,"$164,968,200.00 "
6/28/2023,$256.24 ,$259.88 ,$248.89 ,$249.70 ,"$159,770,800.00 "
6/29/2023,$257.50 ,$260.74 ,$253.61 ,$258.03 ,"$131,283,400.00 "
6/30/2023,$261.77 ,$264.45 ,$259.89 ,$260.60 ,"$112,620,800.00 "
7/3/2023,$279.82 ,$284.25 ,$275.11 ,$276.49 ,"$119,685,900.00 "
7/5/2023,$282.48 ,$283.85 ,$277.60 ,$278.82 ,"$131,530,900.00 "
7/6/2023,$276.54 ,$279.97 ,$272.88 ,$278.09 ,"$120,332,100.00 "
7/7/2023,$274.43 ,$280.78 ,$273.77 ,$278.43 ,"$113,879,200.00 "
7/10/2023,$269.61 ,$277.52 ,$265.10 ,$276.47 ,"$119,425,400.00 "
7/11/2023,$269.79 ,$270.90 ,$266.37 ,$268.65 ,"$91,972,400.00 "
7/12/2023,$271.99 ,$276.52 ,$271.46 ,$276.33 ,"$95,672,100.00 "
7/13/2023,$277.90 ,$279.45 ,$270.60 ,$274.59 ,"$112,681,500.00 "
7/14/2023,$281.38 ,$285.30 ,$276.31 ,$277.01 ,"$120,062,400.00 "
7/17/2023,$290.38 ,$292.23 ,$283.57 ,$286.63 ,"$131,569,600.00 "
7/18/2023,$293.34 ,$295.26 ,$286.01 ,$290.15 ,"$112,120,300.00 "
7/19/2023,$291.26 ,$299.29 ,$289.52 ,$296.04 ,"$142,355,400.00 "
7/20/2023,$262.90 ,$280.93 ,$261.20 ,$279.56 ,"$175,158,300.00 "
7/21/2023,$260.02 ,$268.00 ,$255.80 ,$268.00 ,"$161,796,100.00 "
7/24/2023,$269.06 ,$269.85 ,$254.12 ,$255.85 ,"$136,508,500.00 "
7/25/2023,$265.28 ,$272.90 ,$265.00 ,$272.38 ,"$112,757,300.00 "
7/26/2023,$264.35 ,$268.04 ,$261.75 ,$263.25 ,"$95,856,200.00 "
7/27/2023,$255.71 ,$269.13 ,$255.30 ,$268.31 ,"$103,697,300.00 "
7/28/2023,$266.44 ,$267.25 ,$258.23 ,$259.86 ,"$111,446,000.00 "
7/31/2023,$267.43 ,$269.08 ,$263.78 ,$267.48 ,"$84,582,200.00 "
8/1/2023,$261.07 ,$266.47 ,$260.25 ,$266.26 ,"$83,166,000.00 "
8/2/2023,$254.11 ,$259.52 ,$250.49 ,$255.57 ,"$101,752,900.00 "
8/3/2023,$259.32 ,$260.49 ,$252.00 ,$252.04 ,"$97,569,100.00 "
8/4/2023,$253.86 ,$264.77 ,$253.11 ,$260.97 ,"$99,539,900.00 "
8/7/2023,$251.45 ,$253.65 ,$242.76 ,$251.45 ,"$111,097,900.00 "
8/8/2023,$249.70 ,$250.92 ,$245.01 ,$247.45 ,"$96,642,200.00 "
8/9/2023,$242.19 ,$251.10 ,$241.90 ,$250.87 ,"$101,596,300.00 "
8/10/2023,$245.34 ,$251.80 ,$243.00 ,$245.40 ,"$109,498,600.00 "
8/11/2023,$242.65 ,$243.79 ,$238.02 ,$241.77 ,"$99,038,600.00 "
8/14/2023,$239.76 ,$240.66 ,$233.75 ,$235.70 ,"$98,595,300.00 "
8/15/2023,$232.96 ,$240.50 ,$232.61 ,$238.73 ,"$88,197,600.00 "
8/16/2023,$225.60 ,$233.97 ,$225.38 ,$228.02 ,"$112,484,500.00 "
8/17/2023,$219.22 ,$226.74 ,$218.83 ,$226.06 ,"$120,718,400.00 "
8/18/2023,$215.49 ,$217.58 ,$212.36 ,$214.12 ,"$136,276,600.00 "
8/21/2023,$231.28 ,$232.13 ,$220.58 ,$221.55 ,"$135,702,700.00 "
8/22/2023,$233.19 ,$240.82 ,$229.55 ,$240.25 ,"$130,442,800.00 "
8/23/2023,$236.86 ,$238.98 ,$229.29 ,$229.34 ,"$101,077,600.00 "
8/24/2023,$230.04 ,$238.92 ,$228.18 ,$238.66 ,"$99,777,400.00 "
8/25/2023,$238.59 ,$239.00 ,$230.35 ,$231.31 ,"$106,612,200.00 "
8/28/2023,$238.82 ,$244.38 ,$235.35 ,$242.58 ,"$107,673,700.00 "
8/29/2023,$257.18 ,$257.48 ,$237.77 ,$238.58 ,"$134,047,600.00 "
8/30/2023,$256.90 ,$260.51 ,$250.59 ,$254.20 ,"$121,988,400.00 "
8/31/2023,$258.08 ,$261.18 ,$255.05 ,$255.98 ,"$108,861,700.00 "
9/1/2023,$245.01 ,$259.08 ,$242.01 ,$257.26 ,"$132,541,600.00 "
9/5/2023,$256.49 ,$258.00 ,$244.86 ,$245.00 ,"$129,469,600.00 "
9/6/2023,$251.92 ,$255.39 ,$245.06 ,$255.14 ,"$116,959,800.00 "
9/7/2023,$251.49 ,$252.81 ,$243.27 ,$245.07 ,"$115,312,900.00 "
9/8/2023,$248.50 ,$256.52 ,$246.67 ,$251.22 ,"$118,367,700.00 "
9/11/2023,$273.58 ,$274.85 ,$260.61 ,$264.27 ,"$174,667,900.00 "
9/12/2023,$267.48 ,$278.39 ,$266.60 ,$270.76 ,"$135,999,900.00 "
9/13/2023,$271.30 ,$274.98 ,$268.10 ,$270.07 ,"$111,673,700.00 "
9/14/2023,$276.04 ,$276.71 ,$270.42 ,$271.32 ,"$107,709,800.00 "
9/15/2023,$274.39 ,$278.98 ,$271.00 ,$277.55 ,"$133,692,300.00 "
9/18/2023,$265.28 ,$271.44 ,$263.76 ,$271.16 ,"$101,543,300.00 "
9/19/2023,$266.50 ,$267.85 ,$261.20 ,$264.35 ,"$103,704,000.00 "
9/20/2023,$262.59 ,$273.93 ,$262.46 ,$267.04 ,"$122,514,600.00 "
9/21/2023,$255.70 ,$260.86 ,$254.21 ,$257.85 ,"$119,951,500.00 "
9/22/2023,$244.88 ,$257.79 ,$244.48 ,$257.40 ,"$127,524,100.00 "
9/25/2023,$246.99 ,$247.10 ,$238.31 ,$243.38 ,"$104,636,600.00 "
9/26/2023,$244.12 ,$249.55 ,$241.66 ,$242.98 ,"$101,993,600.00 "
9/27/2023,$240.50 ,$245.33 ,$234.58 ,$244.26 ,"$136,597,200.00 "
9/28/2023,$246.38 ,$247.55 ,$238.65 ,$240.02 ,"$117,058,900.00 "
9/29/2023,$250.22 ,$254.77 ,$246.35 ,$250.00 ,"$128,522,700.00 "
10/2/2023,$251.60 ,$254.28 ,$242.62 ,$244.81 ,"$123,810,400.00 "
10/3/2023,$246.53 ,$250.02 ,$244.45 ,$248.61 ,"$101,985,300.00 "
10/4/2023,$261.16 ,$261.86 ,$247.60 ,$248.14 ,"$129,721,600.00 "
10/5/2023,$260.05 ,$263.60 ,$256.25 ,$260.00 ,"$119,159,200.00 "
10/6/2023,$260.53 ,$261.65 ,$250.65 ,$253.98 ,"$118,121,800.00 "
10/9/2023,$259.67 ,$261.36 ,$252.05 ,$255.31 ,"$101,377,900.00 "
10/10/2023,$263.62 ,$268.94 ,$257.65 ,$257.75 ,"$122,656,000.00 "
10/11/2023,$262.99 ,$268.60 ,$260.90 ,$266.20 ,"$103,706,300.00 "
10/12/2023,$258.87 ,$265.41 ,$256.63 ,$262.92 ,"$111,508,100.00 "
10/13/2023,$251.12 ,$259.60 ,$250.22 ,$258.90 ,"$102,073,800.00 "
10/16/2023,$253.92 ,$255.40 ,$248.48 ,$250.05 ,"$88,917,200.00 "
10/17/2023,$254.85 ,$257.18 ,$247.08 ,$250.10 ,"$93,562,900.00 "
10/18/2023,$242.68 ,$254.63 ,$242.08 ,$252.70 ,"$125,147,800.00 "
10/19/2023,$220.11 ,$230.61 ,$216.78 ,$225.95 ,"$170,772,700.00 "
10/20/2023,$211.99 ,$218.86 ,$210.42 ,$217.01 ,"$138,010,100.00 "
10/23/2023,$212.08 ,$216.98 ,$202.51 ,$210.00 ,"$150,683,400.00 "
10/24/2023,$216.52 ,$222.05 ,$214.11 ,$216.50 ,"$118,231,100.00 "
10/25/2023,$212.42 ,$220.10 ,$212.20 ,$215.88 ,"$107,065,100.00 "
10/26/2023,$205.76 ,$214.80 ,$204.88 ,$211.32 ,"$115,112,600.00 "
10/27/2023,$207.30 ,$212.41 ,$205.77 ,$210.60 ,"$94,881,200.00 "
10/30/2023,$197.36 ,$210.88 ,$194.67 ,$209.28 ,"$136,448,200.00 "
10/31/2023,$200.84 ,$202.80 ,$194.07 ,$196.12 ,"$118,068,300.00 "
11/1/2023,$205.66 ,$205.99 ,$197.85 ,$204.04 ,"$121,661,700.00 "
11/2/2023,$218.51 ,$219.20 ,$211.45 ,$212.97 ,"$125,987,600.00 "
11/3/2023,$219.96 ,$226.37 ,$218.40 ,$221.15 ,"$119,534,800.00 "
11/6/2023,$219.27 ,$226.32 ,$215.00 ,$223.98 ,"$117,335,800.00 "
11/7/2023,$222.18 ,$223.12 ,$215.72 ,$219.98 ,"$116,900,100.00 "
11/8/2023,$222.11 ,$224.15 ,$217.64 ,$223.15 ,"$106,584,800.00 "
11/9/2023,$209.98 ,$220.80 ,$206.68 ,$219.75 ,"$142,110,500.00 "
11/10/2023,$214.65 ,$215.38 ,$205.69 ,$210.03 ,"$130,994,000.00 "
11/13/2023,$223.71 ,$225.40 ,$211.61 ,$215.60 ,"$140,447,600.00 "
11/14/2023,$237.41 ,$238.14 ,$230.72 ,$235.03 ,"$149,771,600.00 "
11/15/2023,$242.84 ,$246.70 ,$236.45 ,$239.29 ,"$150,354,000.00 "
11/16/2023,$233.59 ,$240.88 ,$230.96 ,$239.49 ,"$136,816,800.00 "
11/17/2023,$234.30 ,$237.39 ,$226.54 ,$232.00 ,"$142,532,800.00 "
11/20/2023,$235.60 ,$237.10 ,$231.02 ,$234.04 ,"$116,320,100.00 "
11/21/2023,$241.20 ,$243.62 ,$233.34 ,$235.04 ,"$122,288,000.00 "
11/22/2023,$234.21 ,$244.01 ,$231.40 ,$242.04 ,"$117,950,600.00 "
11/24/2023,$235.45 ,$238.75 ,$232.33 ,$233.75 ,"$65,125,200.00 "
11/27/2023,$236.08 ,$238.33 ,$232.10 ,$236.89 ,"$112,031,800.00 "
11/28/2023,$246.72 ,$247.00 ,$234.01 ,$236.68 ,"$148,549,900.00 "
11/29/2023,$244.14 ,$252.75 ,$242.76 ,$249.21 ,"$135,401,300.00 "
11/30/2023,$240.08 ,$245.22 ,$236.91 ,$245.14 ,"$132,353,200.00 "
12/1/2023,$238.83 ,$240.19 ,$231.90 ,$233.14 ,"$121,331,700.00 "
12/4/2023,$235.58 ,$239.37 ,$233.29 ,$235.75 ,"$104,099,800.00 "
12/5/2023,$238.72 ,$246.66 ,$233.70 ,$233.87 ,"$137,971,100.00 "
12/6/2023,$239.37 ,$246.57 ,$239.17 ,$242.92 ,"$126,436,200.00 "
12/7/2023,$242.64 ,$244.08 ,$236.98 ,$241.55 ,"$107,142,300.00 "
12/8/2023,$243.84 ,$245.27 ,$239.27 ,$240.27 ,"$103,126,800.00 "
12/11/2023,$239.74 ,$243.44 ,$237.45 ,$242.74 ,"$97,913,900.00 "
12/12/2023,$237.01 ,$238.99 ,$233.87 ,$238.55 ,"$95,328,300.00 "
12/13/2023,$239.29 ,$240.30 ,$228.20 ,$234.19 ,"$146,286,300.00 "
12/14/2023,$251.05 ,$253.88 ,$240.79 ,$241.22 ,"$160,829,200.00 "
12/15/2023,$253.50 ,$254.13 ,$248.30 ,$251.21 ,"$135,932,800.00 "
12/18/2023,$252.08 ,$258.74 ,$251.36 ,$253.78 ,"$116,416,500.00 "
12/19/2023,$257.22 ,$258.34 ,$253.01 ,$253.48 ,"$106,737,400.00 "
12/20/2023,$247.14 ,$259.84 ,$247.00 ,$256.41 ,"$125,097,000.00 "
12/21/2023,$254.50 ,$254.80 ,$248.55 ,$251.90 ,"$109,594,200.00 "
12/22/2023,$252.54 ,$258.22 ,$251.37 ,$256.76 ,"$93,370,100.00 "
12/26/2023,$256.61 ,$257.97 ,$252.91 ,$254.49 ,"$86,892,400.00 "
12/27/2023,$261.44 ,$263.34 ,$257.52 ,$258.35 ,"$106,494,400.00 "
12/28/2023,$253.18 ,$265.13 ,$252.71 ,$263.66 ,"$113,619,900.00 "
12/29/2023,$248.48 ,$255.19 ,$247.43 ,$255.10 ,"$100,891,600.00 "
1/2/2024,$248.42 ,$251.25 ,$244.41 ,$250.08 ,"$104,654,200.00 "
1/3/2024,$238.45 ,$245.68 ,$236.32 ,$244.98 ,"$121,082,600.00 "
1/4/2024,$237.93 ,$242.70 ,$237.73 ,$239.25 ,"$102,629,300.00 "
1/5/2024,$237.49 ,$240.12 ,$234.90 ,$236.86 ,"$92,488,900.00 "
1/8/2024,$240.45 ,$241.25 ,$235.30 ,$236.14 ,"$85,166,600.00 "
1/9/2024,$234.96 ,$238.96 ,$232.04 ,$238.11 ,"$96,705,700.00 "
1/10/2024,$233.94 ,$235.50 ,$231.29 ,$235.10 ,"$91,628,500.00 "
1/11/2024,$227.22 ,$230.93 ,$225.37 ,$230.57 ,"$105,873,600.00 "
1/12/2024,$218.89 ,$225.34 ,$217.15 ,$220.08 ,"$123,043,800.00 "
1/16/2024,$219.91 ,$223.49 ,$212.18 ,$215.10 ,"$115,355,000.00 "
1/17/2024,$215.55 ,$215.67 ,$212.01 ,$214.86 ,"$103,164,400.00 "
1/18/2024,$211.88 ,$217.45 ,$208.74 ,$216.88 ,"$108,595,400.00 "
1/19/2024,$212.19 ,$213.19 ,$207.56 ,$209.99 ,"$102,260,300.00 "
1/22/2024,$208.80 ,$217.80 ,$206.27 ,$212.26 ,"$117,952,500.00 "
1/23/2024,$209.14 ,$215.65 ,$207.75 ,$211.30 ,"$106,605,900.00 "
1/24/2024,$207.83 ,$212.73 ,$206.77 ,$211.88 ,"$123,369,900.00 "
1/25/2024,$182.63 ,$193.00 ,$180.06 ,$189.70 ,"$198,076,800.00 "
1/26/2024,$183.25 ,$186.78 ,$182.10 ,$185.50 ,"$107,343,200.00 "
1/29/2024,$190.93 ,$191.48 ,$183.67 ,$185.63 ,"$125,013,100.00 "
1/30/2024,$191.59 ,$196.36 ,$190.61 ,$195.33 ,"$109,982,300.00 "
1/31/2024,$187.29 ,$193.97 ,$185.85 ,$187.00 ,"$103,221,400.00 "
